student_id,gender,ethnicity_group,parent_education,lunch_type,test_preparation,study_hours_week,attendance_rate,tutoring,extracurricular,math_score,reading_score,writing_score,final_grade_pct,passed
746,Male,Group D,High School,Free/Reduced,Not Completed,13.7,0.805,No,No,64.7,68.3,51.4,61.5,1
747,Female,Group C,High School,Free/Reduced,Not Completed,1.9,0.916,No,Yes,46.5,44.4,46.0,45.6,0
748,Male,Group A,High School,Standard,Not Completed,3.9,0.982,Yes,Yes,51.2,70.3,63.4,61.6,1
749,Male,Group D,Some College,Free/Reduced,Not Completed,16.1,0.883,No,Yes,79.3,80.1,71.0,76.8,1
750,Male,Group C,Bachelor's,Standard,Not Completed,7.6,0.921,No,No,82.6,91.4,76.0,83.3,1
751,Female,Group C,Some College,Standard,Not Completed,4.9,0.922,No,Yes,72.9,78.9,81.8,77.9,1
752,Male,Group D,Some College,Standard,Not Completed,25.6,0.804,No,Yes,100.0,100.0,95.8,98.6,1
753,Male,Group B,Associate's,Standard,Not Completed,5.7,1.0,No,Yes,76.9,73.1,72.6,74.2,1
754,Female,Group B,Associate's,Standard,Not Completed,9.5,0.862,No,Yes,81.9,87.2,71.8,80.3,1
755,Female,Group E,Bachelor's,Standard,Completed,4.0,0.952,Yes,Yes,91.5,76.7,82.1,83.4,1
756,Male,Group B,Bachelor's,Standard,Completed,3.5,0.962,Yes,Yes,86.5,76.5,76.0,79.7,1
757,Male,Group C,High School,Free/Reduced,Not Completed,9.8,0.889,No,No,57.2,58.3,56.6,57.4,0
758,Male,Group E,Bachelor's,Standard,Not Completed,16.9,0.949,No,No,72.9,85.0,81.2,79.7,1
759,Male,Group D,Some College,Free/Reduced,Not Completed,5.0,0.92,Yes,Yes,70.3,58.9,67.6,65.6,1
760,Male,Group A,Master's,Standard,Not Completed,3.4,0.787,No,No,56.5,49.5,59.2,55.1,0
761,Female,Group A,Some College,Standard,Not Completed,11.8,0.873,No,No,56.7,76.4,70.1,67.7,1
762,Female,Group A,Master's,Standard,Completed,5.1,0.851,No,Yes,79.6,85.1,72.5,79.1,1
763,Female,Group C,Bachelor's,Standard,Not Completed,8.4,0.863,No,No,80.4,79.3,77.4,79.0,1
764,Male,Group C,High School,Standard,Completed,5.0,0.796,Yes,Yes,64.5,69.1,61.0,64.9,1
765,Female,Group A,Associate's,Free/Reduced,Not Completed,5.5,0.99,No,Yes,75.6,82.2,80.6,79.5,1
766,Male,Group E,Master's,Free/Reduced,Completed,3.8,1.0,No,No,76.2,84.3,78.5,79.7,1
767,Male,Group C,Bachelor's,Free/Reduced,Completed,10.0,0.978,No,No,80.7,79.6,74.8,78.4,1
768,Male,Group B,High School,Standard,Not Completed,8.6,1.0,No,No,67.8,80.4,72.0,73.4,1
769,Female,Group C,Bachelor's,Free/Reduced,Not Completed,8.4,0.872,Yes,No,71.5,75.3,73.8,73.5,1
770,Male,Group D,Some College,Standard,Not Completed,4.3,0.849,No,No,54.5,58.0,60.3,57.6,0
771,Female,Group A,High School,Standard,Not Completed,8.1,0.838,No,No,44.9,50.0,39.5,44.8,0
772,Male,Group B,Some College,Free/Reduced,Not Completed,18.2,0.952,Yes,No,78.1,85.7,88.2,84.0,1
773,Female,Group D,High School,Standard,Not Completed,3.4,0.918,No,No,51.0,53.0,48.6,50.9,0
774,Female,Group C,Bachelor's,Standard,Not Completed,4.0,0.894,No,Yes,56.0,60.6,54.4,57.0,0
775,Male,Group C,Some College,Standard,Completed,4.2,1.0,No,Yes,62.6,75.4,60.0,66.0,1
776,Female,Group C,Bachelor's,Standard,Not Completed,7.2,0.932,No,Yes,67.4,62.8,58.7,63.0,1
777,Female,Group A,High School,Free/Reduced,Completed,3.2,0.833,No,Yes,48.9,49.8,52.4,50.4,0
778,Male,Group B,Some College,Standard,Not Completed,9.1,0.846,No,No,64.1,60.1,54.6,59.6,0
779,Male,Group C,High School,Free/Reduced,Completed,1.7,0.955,No,Yes,64.6,71.0,67.8,67.8,1
780,Male,Group B,High School,Standard,Not Completed,10.7,0.983,Yes,No,77.9,90.4,85.8,84.7,1
781,Male,Group A,High School,Standard,Not Completed,8.3,0.944,No,No,55.3,63.2,50.5,56.3,0
782,Male,Group D,High School,Standard,Completed,18.0,1.0,No,Yes,85.9,82.0,87.9,85.3,1
783,Female,Group E,Associate's,Standard,Not Completed,3.5,1.0,No,No,66.8,76.3,82.1,75.1,1
784,Female,Group D,Some College,Standard,Completed,12.1,0.935,Yes,No,86.0,70.7,91.3,82.7,1
785,Female,Group E,Some College,Free/Reduced,Not Completed,6.3,0.833,No,Yes,57.5,63.7,52.9,58.0,0
786,Male,Group B,Some College,Free/Reduced,Not Completed,5.6,0.795,Yes,Yes,62.4,69.1,61.2,64.2,1
787,Male,Group E,Bachelor's,Free/Reduced,Not Completed,3.4,0.869,No,No,69.3,69.5,68.3,69.0,1
788,Female,Group B,Master's,Free/Reduced,Completed,5.0,0.96,Yes,No,71.3,73.4,71.0,71.9,1
789,Female,Group E,Some College,Free/Reduced,Not Completed,5.1,1.0,No,Yes,67.7,67.0,72.7,69.1,1
790,Male,Group E,Some College,Standard,Completed,2.3,0.933,No,Yes,82.0,79.6,81.0,80.9,1
791,Female,Group D,High School,Free/Reduced,Completed,8.3,0.993,No,No,75.2,89.4,85.4,83.3,1
792,Male,Group E,Master's,Standard,Not Completed,7.6,0.88,Yes,Yes,77.8,87.4,89.0,84.7,1
793,Female,Group C,High School,Standard,Not Completed,9.5,0.95,No,Yes,84.3,81.3,79.6,81.7,1
794,Male,Group B,Some College,Standard,Completed,4.6,0.966,No,No,87.7,89.1,91.4,89.4,1
795,Female,Group C,Some College,Standard,Not Completed,10.9,0.742,No,Yes,82.8,75.7,79.7,79.4,1
796,Male,Group C,Some College,Standard,Not Completed,14.1,0.867,Yes,Yes,76.6,72.6,69.5,72.9,1
797,Male,Group A,High School,Free/Reduced,Not Completed,5.8,0.976,Yes,No,60.1,53.0,56.9,56.7,0
798,Male,Group C,Bachelor's,Standard,Not Completed,3.5,0.922,No,Yes,64.4,75.3,69.8,69.8,1
799,Male,Group E,High School,Standard,Not Completed,7.0,0.804,No,No,95.5,82.8,83.4,87.2,1
800,Male,Group B,Associate's,Standard,Not Completed,6.8,0.706,No,Yes,45.9,48.3,47.8,47.3,0
801,Male,Group D,High School,Standard,Completed,6.0,0.871,Yes,Yes,66.1,79.7,77.2,74.3,1
802,Female,Group E,High School,Standard,Not Completed,9.5,0.894,Yes,No,52.4,59.9,53.8,55.4,0
803,Male,Group E,Master's,Standard,Not Completed,5.4,0.829,No,Yes,79.6,68.6,74.5,74.2,1
804,Male,Group E,High School,Standard,Completed,3.3,0.911,No,Yes,56.0,58.2,54.2,56.1,0
805,Female,Group C,Bachelor's,Standard,Completed,7.4,0.941,Yes,No,89.4,87.8,89.4,88.9,1
806,Male,Group E,Associate's,Free/Reduced,Completed,9.7,0.954,Yes,No,72.0,79.2,66.5,72.6,1
807,Male,Group D,High School,Free/Reduced,Not Completed,10.2,0.712,No,No,55.6,67.7,67.5,63.6,1
808,Male,Group B,Master's,Standard,Completed,5.2,0.795,No,Yes,86.1,87.8,82.4,85.4,1
809,Female,Group C,High School,Standard,Not Completed,8.0,0.876,No,Yes,57.8,70.1,56.7,61.5,1
810,Female,Group D,Bachelor's,Standard,Not Completed,14.3,0.946,No,Yes,78.3,84.4,84.4,82.4,1
811,Male,Group B,High School,Free/Reduced,Not Completed,14.3,0.939,No,No,76.5,74.1,71.3,74.0,1
812,Male,Group C,Bachelor's,Standard,Not Completed,12.3,0.938,No,Yes,81.9,83.2,87.4,84.2,1
813,Female,Group D,High School,Standard,Completed,2.2,0.869,No,No,64.8,57.8,63.5,62.0,1
814,Male,Group B,Associate's,Free/Reduced,Not Completed,5.4,0.874,No,No,69.6,75.6,79.0,74.7,1
815,Male,Group C,Bachelor's,Standard,Completed,13.7,0.842,No,Yes,96.9,98.3,92.1,95.8,1
816,Female,Group D,Master's,Standard,Completed,2.2,0.961,No,Yes,64.8,74.6,71.0,70.1,1
817,Male,Group C,Master's,Standard,Not Completed,6.5,0.826,Yes,Yes,69.6,74.5,68.5,70.9,1
818,Female,Group A,Bachelor's,Free/Reduced,Not Completed,4.5,0.968,No,Yes,74.5,70.6,75.6,73.6,1
819,Female,Group A,Bachelor's,Free/Reduced,Not Completed,8.1,0.917,No,Yes,55.0,56.3,59.3,56.9,0
820,Female,Group B,High School,Free/Reduced,Not Completed,1.3,0.896,No,Yes,38.9,40.4,37.1,38.8,0
821,Male,Group E,Some College,Standard,Not Completed,13.0,0.847,Yes,No,84.5,77.9,77.9,80.1,1
822,Female,Group B,Some College,Standard,Completed,6.7,0.792,Yes,Yes,82.4,76.6,71.6,76.9,1
823,Female,Group C,Some College,Free/Reduced,Not Completed,3.2,0.848,No,Yes,47.6,50.7,43.9,47.4,0
824,Female,Group B,Some College,Free/Reduced,Not Completed,4.1,0.874,Yes,Yes,59.6,56.7,55.2,57.2,0
825,Male,Group B,Associate's,Standard,Completed,8.3,0.71,No,No,62.1,57.0,64.5,61.2,1
826,Male,Group D,High School,Free/Reduced,Not Completed,3.9,0.884,Yes,Yes,56.3,47.1,59.0,54.1,0
827,Female,Group D,Associate's,Standard,Completed,16.6,0.974,No,Yes,93.7,99.3,96.7,96.6,1
828,Female,Group A,High School,Standard,Not Completed,6.2,0.945,No,No,65.4,61.4,50.6,59.1,0
829,Male,Group C,Some College,Free/Reduced,Not Completed,15.0,0.86,No,Yes,73.6,62.8,67.6,68.0,1
830,Female,Group A,Associate's,Standard,Not Completed,7.4,0.904,No,Yes,67.4,64.5,72.1,68.0,1
831,Female,Group C,Bachelor's,Free/Reduced,Not Completed,10.0,0.856,No,No,63.7,61.1,61.7,62.2,1
832,Female,Group D,Bachelor's,Standard,Not Completed,9.6,0.912,Yes,No,90.8,85.2,89.9,88.6,1
833,Female,Group A,Associate's,Standard,Completed,4.9,1.0,Yes,Yes,74.6,88.8,83.5,82.3,1
834,Female,Group B,High School,Free/Reduced,Not Completed,10.0,0.977,No,No,69.5,70.2,76.9,72.2,1
835,Female,Group C,Associate's,Free/Reduced,Completed,5.2,0.942,No,Yes,51.4,61.2,52.9,55.2,0
836,Female,Group E,High School,Standard,Not Completed,2.1,0.861,No,Yes,51.5,50.6,46.5,49.5,0
837,Male,Group E,Some College,Standard,Not Completed,5.9,0.96,No,No,74.5,68.5,71.7,71.6,1
838,Female,Group A,Some College,Standard,Not Completed,2.9,0.765,No,Yes,74.2,81.4,76.3,77.3,1
839,Male,Group D,High School,Standard,Completed,5.1,0.88,No,Yes,57.1,48.3,50.9,52.1,0
840,Male,Group C,Some College,Free/Reduced,Not Completed,6.5,0.947,Yes,Yes,66.4,69.5,71.4,69.1,1
841,Female,Group C,Master's,Free/Reduced,Not Completed,3.6,0.959,No,Yes,72.3,78.5,70.0,73.6,1
842,Male,Group D,Master's,Standard,Completed,9.2,0.954,No,Yes,82.9,92.1,88.6,87.9,1
843,Female,Group E,Some College,Standard,Not Completed,5.1,0.924,No,No,63.6,69.4,71.5,68.2,1
844,Male,Group E,High School,Standard,Completed,2.8,0.884,No,No,55.9,57.0,59.7,57.5,0
845,Female,Group C,High School,Free/Reduced,Not Completed,3.6,0.943,No,No,47.1,68.4,64.5,60.0,1
846,Female,Group B,Some College,Standard,Completed,7.1,0.824,Yes,No,67.1,74.3,74.6,72.0,1
847,Female,Group D,Master's,Standard,Completed,5.7,0.832,No,Yes,89.9,91.0,86.4,89.1,1
848,Male,Group B,High School,Standard,Completed,7.9,0.905,No,Yes,68.9,63.4,69.8,67.4,1
849,Female,Group C,Bachelor's,Standard,Not Completed,7.1,0.914,Yes,Yes,72.3,75.4,83.0,76.9,1
850,Male,Group B,High School,Standard,Not Completed,3.4,0.754,No,No,58.4,59.4,59.8,59.2,0
851,Female,Group D,Master's,Standard,Completed,4.5,0.936,Yes,No,71.9,75.0,72.7,73.2,1
852,Male,Group B,Some College,Free/Reduced,Not Completed,10.8,0.962,No,Yes,72.3,65.9,74.2,70.8,1
853,Female,Group B,Bachelor's,Free/Reduced,Not Completed,3.8,0.894,No,No,63.6,48.4,47.8,53.3,0
854,Male,Group E,Some College,Free/Reduced,Completed,15.2,1.0,Yes,Yes,91.8,91.3,69.8,84.3,1
855,Female,Group A,Associate's,Standard,Not Completed,2.4,0.845,Yes,No,68.2,70.2,69.2,69.2,1
856,Female,Group C,High School,Standard,Not Completed,10.6,0.871,No,Yes,59.9,68.0,58.7,62.2,1
857,Female,Group B,High School,Standard,Not Completed,6.3,0.868,No,Yes,52.0,59.8,61.7,57.8,0
858,Female,Group A,Master's,Standard,Not Completed,3.4,0.894,Yes,Yes,75.0,77.2,74.2,75.5,1
859,Male,Group A,Master's,Free/Reduced,Not Completed,7.0,0.874,No,No,66.7,73.3,56.4,65.5,1
860,Female,Group B,Bachelor's,Standard,Not Completed,3.9,0.787,No,Yes,65.3,71.0,67.7,68.0,1
861,Male,Group E,Associate's,Standard,Not Completed,4.7,0.856,Yes,Yes,74.7,77.0,71.1,74.3,1
862,Female,Group B,Bachelor's,Free/Reduced,Completed,5.2,0.892,No,Yes,83.1,71.9,74.7,76.6,1
863,Male,Group E,High School,Free/Reduced,Completed,10.2,0.998,Yes,No,93.2,98.8,90.7,94.2,1
864,Female,Group C,Some College,Standard,Not Completed,4.4,1.0,Yes,No,77.8,84.6,70.9,77.8,1
865,Female,Group C,Some College,Standard,Not Completed,7.7,1.0,No,No,77.9,89.8,84.6,84.1,1
866,Male,Group C,Associate's,Standard,Completed,10.4,0.838,Yes,No,92.3,86.6,85.8,88.2,1
867,Female,Group C,Some College,Standard,Not Completed,6.9,0.844,No,Yes,53.7,61.2,63.8,59.6,0
868,Female,Group D,High School,Standard,Not Completed,8.3,0.887,No,No,73.3,80.4,76.3,76.7,1
869,Male,Group B,Associate's,Standard,Completed,6.5,1.0,No,No,87.9,86.2,80.7,84.9,1
870,Male,Group B,Bachelor's,Free/Reduced,Not Completed,9.1,0.887,Yes,Yes,77.0,76.9,79.5,77.8,1
871,Female,Group E,Some College,Standard,Completed,2.8,0.794,Yes,Yes,66.7,76.1,66.7,69.8,1
872,Female,Group E,High School,Standard,Not Completed,14.4,0.86,No,Yes,78.2,79.0,82.0,79.7,1
873,Male,Group E,High School,Standard,Completed,4.2,0.961,No,Yes,70.7,70.5,72.4,71.2,1
874,Female,Group C,High School,Standard,Not Completed,6.3,0.955,Yes,No,80.1,87.9,93.2,87.1,1
875,Female,Group D,Some College,Free/Reduced,Completed,1.6,0.884,No,Yes,67.1,70.7,69.7,69.2,1
876,Female,Group C,Associate's,Standard,Not Completed,4.8,0.955,No,No,65.6,79.6,73.3,72.8,1
877,Male,Group C,Associate's,Standard,Not Completed,7.8,0.718,No,No,54.4,47.6,49.3,50.4,0
878,Male,Group B,Associate's,Standard,Not Completed,15.5,0.908,Yes,No,86.2,91.3,84.2,87.2,1
879,Female,Group C,Some College,Free/Reduced,Not Completed,9.3,0.969,Yes,No,78.6,84.6,80.8,81.3,1
880,Female,Group B,Bachelor's,Standard,Not Completed,5.0,0.833,Yes,No,71.3,78.1,79.3,76.2,1
881,Female,Group B,High School,Free/Reduced,Not Completed,2.2,0.833,No,No,49.0,57.2,54.1,53.4,0
882,Male,Group E,Some College,Standard,Not Completed,13.5,0.751,Yes,Yes,73.2,71.1,80.5,74.9,1
883,Female,Group B,Bachelor's,Standard,Not Completed,4.9,1.0,No,Yes,76.7,75.6,79.7,77.3,1
884,Female,Group A,High School,Standard,Not Completed,7.8,0.842,Yes,Yes,71.7,72.4,69.3,71.1,1
885,Male,Group A,High School,Free/Reduced,Completed,5.1,0.919,No,Yes,57.0,67.6,50.5,58.4,0
886,Female,Group E,Bachelor's,Free/Reduced,Completed,8.4,0.948,No,No,100.0,94.5,89.8,94.8,1
887,Male,Group C,Some College,Standard,Completed,13.1,1.0,No,No,73.3,66.5,72.2,70.7,1
888,Female,Group C,Associate's,Standard,Completed,10.1,0.888,No,No,100.0,93.8,92.5,95.4,1
889,Female,Group D,High School,Standard,Not Completed,5.6,0.857,Yes,No,70.7,70.5,70.1,70.4,1
890,Female,Group D,Associate's,Standard,Not Completed,13.7,0.914,Yes,Yes,100.0,93.5,85.2,92.9,1
891,Male,Group B,Some College,Standard,Not Completed,17.4,1.0,No,Yes,84.2,98.9,86.3,89.8,1
892,Male,Group D,High School,Free/Reduced,Completed,11.6,0.886,Yes,No,82.5,85.4,72.6,80.2,1
893,Male,Group D,Associate's,Free/Reduced,Completed,5.2,0.824,No,No,67.0,65.9,61.4,64.8,1
894,Female,Group D,High School,Standard,Not Completed,10.7,0.777,Yes,No,64.7,72.2,68.8,68.6,1
895,Male,Group B,Some College,Standard,Not Completed,11.5,0.802,Yes,No,76.9,72.6,70.3,73.3,1
896,Female,Group E,High School,Free/Reduced,Not Completed,5.7,0.969,Yes,No,74.4,69.5,78.7,74.2,1
897,Female,Group C,High School,Free/Reduced,Not Completed,17.4,0.874,No,Yes,58.1,67.1,57.7,61.0,1
898,Male,Group B,Some College,Standard,Not Completed,12.8,0.851,No,No,69.6,64.9,66.6,67.0,1
899,Female,Group C,High School,Standard,Not Completed,5.9,0.843,Yes,Yes,66.9,78.0,61.0,68.6,1
900,Female,Group A,Master's,Standard,Completed,5.1,0.907,No,No,84.0,94.0,87.6,88.5,1
901,Female,Group A,High School,Standard,Not Completed,11.4,0.881,Yes,No,76.2,81.9,72.7,76.9,1
902,Female,Group D,Some College,Standard,Completed,20.0,0.878,Yes,Yes,99.7,89.7,98.4,95.9,1
903,Female,Group A,High School,Standard,Completed,2.9,1.0,No,Yes,75.1,81.3,79.5,78.6,1
904,Male,Group C,Some College,Standard,Completed,8.6,1.0,Yes,No,89.6,80.8,79.5,83.3,1
905,Female,Group C,Master's,Standard,Not Completed,10.5,0.771,Yes,Yes,95.2,87.8,86.7,89.9,1
906,Male,Group A,High School,Standard,Not Completed,13.1,0.926,No,No,74.9,73.2,64.5,70.9,1
907,Male,Group E,Master's,Standard,Not Completed,10.6,0.838,No,No,67.5,69.2,55.9,64.2,1
908,Female,Group B,High School,Free/Reduced,Not Completed,4.9,0.88,Yes,Yes,51.7,53.8,47.5,51.0,0
909,Female,Group B,Bachelor's,Free/Reduced,Not Completed,2.7,0.925,No,Yes,70.8,73.6,59.8,68.1,1
910,Female,Group B,Associate's,Standard,Completed,5.5,0.883,No,No,76.6,79.6,67.8,74.7,1
911,Male,Group B,Bachelor's,Standard,Completed,10.4,0.918,Yes,No,96.6,100.0,100.0,98.9,1
912,Female,Group A,Associate's,Free/Reduced,Completed,4.6,0.954,No,Yes,64.9,57.4,65.0,62.4,1
913,Male,Group D,Associate's,Standard,Completed,14.2,0.924,Yes,No,95.6,92.3,88.4,92.1,1
914,Female,Group E,High School,Standard,Not Completed,6.2,0.848,No,No,50.0,48.2,60.2,52.8,0
915,Male,Group B,High School,Standard,Not Completed,4.4,0.85,No,Yes,54.4,54.8,44.0,51.1,0
916,Female,Group D,Master's,Standard,Not Completed,9.2,0.785,Yes,Yes,86.5,88.1,88.8,87.8,1
917,Female,Group D,Some College,Standard,Not Completed,5.8,0.832,No,No,45.5,52.5,50.3,49.4,0
918,Male,Group D,Some College,Free/Reduced,Completed,5.1,1.0,Yes,Yes,75.1,90.1,79.1,81.4,1
919,Male,Group C,Bachelor's,Standard,Not Completed,18.7,0.837,Yes,Yes,84.0,96.0,87.2,89.1,1
920,Female,Group B,Some College,Standard,Not Completed,4.6,0.805,Yes,No,66.4,70.1,62.0,66.2,1
921,Male,Group B,Master's,Free/Reduced,Not Completed,5.4,0.926,No,Yes,62.3,68.7,72.6,67.9,1
922,Female,Group D,Bachelor's,Standard,Not Completed,9.3,0.891,No,Yes,61.9,67.6,62.3,63.9,1
923,Male,Group D,Associate's,Standard,Not Completed,14.1,0.884,Yes,No,91.8,100.0,88.1,93.3,1
924,Male,Group B,Bachelor's,Standard,Completed,8.8,1.0,No,No,100.0,100.0,93.2,97.7,1
925,Female,Group C,High School,Standard,Not Completed,7.1,0.944,No,Yes,58.0,61.5,64.8,61.4,1
926,Female,Group E,Some College,Standard,Not Completed,19.9,0.858,No,Yes,100.0,100.0,97.7,99.2,1
927,Female,Group D,Some College,Standard,Not Completed,5.2,0.866,No,No,53.2,66.7,57.5,59.1,0
928,Male,Group E,High School,Standard,Not Completed,5.2,0.86,Yes,Yes,73.2,68.6,66.0,69.3,1
929,Male,Group D,Bachelor's,Free/Reduced,Not Completed,4.6,0.97,Yes,Yes,82.5,83.1,82.0,82.5,1
930,Female,Group C,Master's,Standard,Completed,8.5,0.875,Yes,Yes,82.9,77.6,81.3,80.6,1
931,Female,Group C,Some College,Standard,Not Completed,3.8,0.757,No,Yes,43.3,40.5,38.0,40.6,0
932,Male,Group D,Some College,Standard,Not Completed,3.2,0.896,Yes,No,55.3,47.6,60.7,54.5,0
933,Male,Group A,Master's,Standard,Not Completed,5.4,0.777,No,No,82.3,84.4,77.1,81.3,1
934,Male,Group C,Some College,Standard,Completed,2.2,1.0,No,Yes,67.0,75.6,66.3,69.6,1
935,Female,Group D,Some College,Free/Reduced,Not Completed,7.8,0.823,No,No,59.7,53.7,53.4,55.6,0
936,Female,Group B,Some College,Standard,Completed,8.5,0.887,Yes,Yes,73.2,74.2,66.2,71.2,1
937,Female,Group D,Master's,Standard,Not Completed,9.3,0.921,Yes,No,88.1,98.1,91.0,92.4,1
938,Male,Group C,Associate's,Free/Reduced,Completed,10.9,0.877,Yes,No,76.2,76.0,72.5,74.9,1
939,Female,Group E,Bachelor's,Standard,Not Completed,5.5,0.877,Yes,Yes,75.8,63.8,66.5,68.7,1
940,Male,Group A,Bachelor's,Standard,Not Completed,13.2,0.934,Yes,Yes,93.1,93.5,87.2,91.3,1
941,Female,Group B,Some College,Free/Reduced,Not Completed,12.5,1.0,No,Yes,72.4,69.5,63.1,68.3,1
942,Male,Group C,Some College,Free/Reduced,Not Completed,3.4,0.961,Yes,Yes,66.5,66.9,66.7,66.7,1
943,Male,Group B,Bachelor's,Free/Reduced,Completed,6.5,1.0,No,No,86.5,90.4,100.0,92.3,1
944,Male,Group D,Some College,Standard,Completed,1.1,0.816,No,No,60.3,66.8,59.0,62.0,1
945,Female,Group D,Bachelor's,Standard,Not Completed,13.3,0.925,No,Yes,84.5,87.4,83.8,85.2,1
946,Female,Group A,Master's,Free/Reduced,Completed,10.8,0.912,No,No,89.7,99.0,84.2,91.0,1
947,Female,Group C,Associate's,Standard,Completed,15.0,0.928,No,Yes,98.5,87.1,86.9,90.8,1
948,Male,Group C,Bachelor's,Standard,Completed,2.4,1.0,No,Yes,99.5,100.0,97.1,98.9,1
949,Male,Group B,Bachelor's,Free/Reduced,Not Completed,8.9,0.882,No,No,57.2,66.8,63.0,62.3,1
950,Male,Group E,Bachelor's,Standard,Not Completed,4.8,0.868,Yes,Yes,70.1,75.5,72.8,72.8,1
951,Male,Group D,Some College,Free/Reduced,Not Completed,1.6,0.943,Yes,No,76.0,67.3,61.4,68.2,1
952,Male,Group D,High School,Standard,Completed,11.7,0.758,No,Yes,75.2,72.1,71.4,72.9,1
953,Female,Group D,Some College,Standard,Not Completed,2.9,0.881,No,No,69.7,73.0,68.0,70.2,1
954,Male,Group C,Associate's,Standard,Not Completed,8.3,0.889,No,No,65.1,61.9,62.5,63.2,1
955,Female,Group E,Some College,Free/Reduced,Not Completed,4.8,0.826,No,Yes,66.0,55.8,54.2,58.7,0
956,Female,Group D,Bachelor's,Standard,Not Completed,7.4,0.985,No,Yes,82.8,82.9,84.9,83.5,1
957,Female,Group D,Some College,Standard,Completed,11.0,0.815,Yes,Yes,56.7,68.5,60.0,61.7,1
958,Female,Group E,Associate's,Free/Reduced,Completed,7.5,0.889,No,Yes,53.9,68.0,62.3,61.4,1
959,Female,Group B,High School,Free/Reduced,Not Completed,3.7,0.923,No,Yes,53.9,53.2,58.7,55.3,0
960,Male,Group D,Bachelor's,Free/Reduced,Completed,18.9,1.0,No,No,91.8,94.4,89.7,92.0,1
961,Female,Group B,Associate's,Standard,Not Completed,5.5,0.899,No,Yes,61.7,64.4,57.5,61.2,1
962,Male,Group B,High School,Standard,Not Completed,4.2,0.975,No,Yes,73.7,66.3,68.4,69.5,1
963,Female,Group B,Some College,Free/Reduced,Not Completed,6.4,0.956,No,No,64.4,69.7,60.6,64.9,1
964,Female,Group E,Bachelor's,Standard,Not Completed,2.4,0.91,Yes,Yes,67.3,67.9,64.2,66.5,1
965,Female,Group E,Some College,Standard,Not Completed,4.5,0.813,No,Yes,47.8,49.7,51.8,49.8,0
966,Female,Group D,High School,Standard,Completed,5.7,0.785,No,No,58.9,61.4,61.7,60.7,1
967,Male,Group D,Master's,Free/Reduced,Not Completed,7.8,0.909,No,Yes,51.0,55.8,59.9,55.6,0
968,Female,Group C,Bachelor's,Standard,Completed,6.9,0.857,No,No,74.6,79.3,78.4,77.4,1
969,Male,Group E,Master's,Free/Reduced,Not Completed,8.9,0.974,No,No,74.0,84.9,73.8,77.6,1
970,Female,Group C,Some College,Standard,Not Completed,6.5,0.96,No,No,75.1,75.7,75.2,75.3,1
971,Male,Group C,Some College,Standard,Not Completed,12.4,0.885,No,Yes,58.9,63.6,58.2,60.2,1
972,Male,Group B,Bachelor's,Standard,Not Completed,9.8,0.807,No,No,67.8,83.3,77.1,76.1,1
973,Male,Group D,Associate's,Standard,Not Completed,8.5,0.941,No,Yes,63.4,59.5,61.7,61.5,1
974,Female,Group D,Bachelor's,Standard,Not Completed,13.5,0.819,No,Yes,70.4,79.6,62.9,71.0,1
975,Female,Group C,Some College,Standard,Not Completed,13.5,0.839,No,Yes,78.1,78.2,72.7,76.3,1
976,Female,Group A,Some College,Standard,Not Completed,7.2,0.822,No,Yes,80.9,83.6,74.0,79.5,1
977,Male,Group D,High School,Free/Reduced,Not Completed,5.4,0.889,No,Yes,62.3,58.1,52.6,57.7,0
978,Female,Group A,High School,Free/Reduced,Completed,7.6,0.994,No,Yes,73.0,64.9,62.6,66.8,1
979,Female,Group D,High School,Free/Reduced,Completed,6.2,0.9,No,Yes,68.5,71.5,70.3,70.1,1
980,Male,Group E,High School,Standard,Not Completed,5.2,0.865,No,Yes,61.8,74.4,75.1,70.4,1
981,Female,Group C,Master's,Standard,Completed,7.5,0.778,No,Yes,78.5,84.3,72.2,78.3,1
982,Male,Group B,High School,Standard,Completed,8.4,0.944,No,Yes,92.0,96.3,100.0,96.1,1
983,Female,Group D,Associate's,Free/Reduced,Not Completed,9.6,0.838,No,No,67.5,79.1,55.6,67.4,1
984,Female,Group D,Bachelor's,Free/Reduced,Not Completed,14.8,0.909,Yes,Yes,95.8,93.8,86.6,92.1,1
985,Male,Group C,Associate's,Free/Reduced,Not Completed,7.9,0.872,Yes,No,85.2,88.6,72.7,82.2,1
986,Female,Group E,High School,Standard,Completed,6.6,0.967,Yes,No,95.3,91.2,92.6,93.0,1
987,Male,Group A,Bachelor's,Standard,Not Completed,11.6,0.887,Yes,Yes,68.0,65.6,55.7,63.1,1
988,Female,Group C,Associate's,Standard,Completed,4.0,0.895,Yes,Yes,78.2,77.0,77.0,77.4,1
989,Female,Group D,Bachelor's,Standard,Completed,2.2,0.939,Yes,Yes,83.6,99.0,91.9,91.5,1
